"","dateCrawled","name","seller","offerType","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","model","kilometer","monthOfRegistration","fuelType","brand","notRepairedDamage","dateCreated","nrOfPictures","postalCode","lastSeen"
"101179","2016-03-07 18:45:34","Ford_Mondeo_Turnier","privat","Angebot",1350,"control","kombi",1999,"manuell",131,"mondeo",150000,3,"benzin","ford","nein","2016-03-07 00:00:00",0,50259,"2016-03-12 00:45:46"
"60897","2016-03-25 18:45:14","BMW_320i","privat","Angebot",2499,"test","limousine",1999,"manuell",150,"3er",150000,3,"benzin","bmw","nein","2016-03-25 00:00:00",0,97342,"2016-04-07 00:16:47"
"61720","2016-04-06 13:06:17","CLK_430_V8_Mercedes_Benz_2_Hand_Tuev_guter_Zustand_Coupe","privat","Angebot",4250,"test","coupe",1998,"automatik",279,"clk",150000,11,"benzin","mercedes_benz","","2016-04-06 00:00:00",0,65549,"2016-04-06 13:06:17"
"84741","2016-03-31 18:53:30","Fiat_Stilo_guten_zustand_ein_Zilynder_defeckt!","privat","Angebot",600,"control","",2005,"manuell",103,"stilo",150000,3,"benzin","fiat","ja","2016-03-31 00:00:00",0,79688,"2016-04-06 13:15:31"
"100105","2016-03-15 15:47:32","Smart_smart_fortwo_coupe","privat","Angebot",5100,"control","kleinwagen",2007,"automatik",71,"fortwo",60000,7,"benzin","smart","nein","2016-03-15 00:00:00",0,12207,"2016-03-26 18:17:19"
"165157","2016-03-30 18:48:19","Bmw_320_D__euro4__Tuf*","privat","Angebot",3650,"test","",2017,"manuell",150,"3er",150000,7,"diesel","bmw","nein","2016-03-30 00:00:00",0,45326,"2016-04-01 13:44:55"
"153926","2016-03-28 00:38:17","Seat_Alhambra_1.9_TDI","privat","Angebot",4500,"control","bus",2003,"manuell",116,"alhambra",150000,4,"diesel","seat","nein","2016-03-27 00:00:00",0,73492,"2016-04-06 09:15:24"
"126276","2016-04-03 12:40:50","Verkaufe_oder_Tausch","privat","Angebot",6000,"control","kombi",2006,"manuell",140,"passat",150000,12,"diesel","volkswagen","nein","2016-04-03 00:00:00",0,24534,"2016-04-07 14:57:09"
"157579","2016-03-21 12:38:27","Nissan_Primera_Kombi__Prins_LPG_","privat","Angebot",2500,"control","kombi",2007,"manuell",116,"primera",150000,6,"lpg","nissan","nein","2016-03-21 00:00:00",0,27442,"2016-03-22 16:44:39"
"175468","2016-03-27 21:38:36","Corsa__D__Top_Zustand","privat","Angebot",6500,"test","kleinwagen",2009,"manuell",60,"corsa",80000,6,"benzin","opel","nein","2016-03-27 00:00:00",0,53332,"2016-04-05 21:45:40"
"25369","2016-04-01 20:52:50","Ford_Focus_1.8_TDCi_Futura","privat","Angebot",1850,"test","limousine",2003,"manuell",116,"focus",150000,2,"diesel","ford","nein","2016-04-01 00:00:00",0,86462,"2016-04-05 18:18:57"
"155420","2016-03-11 19:41:14","Audi_A6_combi","privat","Angebot",28500,"test","kombi",2011,"automatik",245,"",125000,9,"","audi","","2016-03-11 00:00:00",0,50829,"2016-04-06 00:16:43"
"35130","2016-04-04 11:51:27","Langer_VW_T4_Caravelle_2_5_TDI_/TÜV:_02/17_/Klima_/7_Sitze_/AHK","privat","Angebot",2999,"control","bus",1999,"manuell",102,"transporter",150000,10,"diesel","volkswagen","","2016-04-04 00:00:00",0,61197,"2016-04-04 11:51:27"
"56687","2016-03-15 16:39:15","Smart_for_Two_Cabrio_MHD_52kW_NP_20.000_Euro","privat","Angebot",7500,"control","kleinwagen",2011,"automatik",70,"fortwo",50000,10,"benzin","smart","nein","2016-03-15 00:00:00",0,76133,"2016-04-06 10:15:29"
"14277","2016-03-07 02:40:31","Polo_G40_Motor_zerlegt_aber_alles_vorhanden!_Plus_86c_dazu","privat","Angebot",650,"test","kleinwagen",1992,"manuell",112,"polo",150000,3,"benzin","volkswagen","ja","2016-03-06 00:00:00",0,17194,"2016-03-19 17:16:14"
"20457","2016-04-04 22:25:17","Mercedes_Benz_E_270_CDI*Gruene_Plakette*Airmatic*Standheizung*AHK*","privat","Angebot",5500,"control","kombi",2003,"automatik",177,"e_klasse",150000,5,"diesel","mercedes_benz","nein","2016-04-04 00:00:00",0,61231,"2016-04-05 12:29:54"
"67278","2016-03-15 18:57:07","Seat_IBIZA_1_4_Liter_16V__>Sport__5_Tuerer...__>_TÜV_bis_03.17!!!","privat","Angebot",800,"control","kleinwagen",1998,"manuell",60,"ibiza",150000,2,"benzin","seat","","2016-03-15 00:00:00",0,9496,"2016-04-04 19:15:51"
"89987","2016-03-11 08:54:20","Clio2_1.6_16v","privat","Angebot",100,"test","",2000,"manuell",107,"clio",150000,0,"benzin","renault","","2016-03-11 00:00:00",0,35085,"2016-03-11 08:54:20"
"119691","2016-03-22 22:50:21","Volkswagen_Golf_1.4_Trendline","privat","Angebot",6300,"control","limousine",2005,"manuell",75,"golf",150000,6,"benzin","volkswagen","nein","2016-03-22 00:00:00",0,84503,"2016-04-06 21:46:12"
"56766","2016-03-08 10:54:36","Ford_Focus_2.3_RS__RECARO_Nitrous_GSD_Navi_05.2016","privat","Angebot",45990,"test","limousine",2016,"manuell",349,"focus",5000,3,"benzin","ford","nein","2016-03-08 00:00:00",0,50259,"2016-03-11 13:16:35"
"30694","2016-03-18 21:46:46","Zuverkaufen_oder_Tauschen","privat","Angebot",0,"control","andere",2002,"manuell",75,"berlingo",150000,3,"benzin","citroen","","2016-03-18 00:00:00",0,31275,"2016-04-05 22:47:32"
"154946","2016-03-21 17:40:14","Volkswagen_Golf_2.0_TDI_DPF_GTD","privat","Angebot",13500,"control","limousine",2010,"manuell",170,"golf",150000,4,"diesel","volkswagen","nein","2016-03-21 00:00:00",0,73760,"2016-04-06 17:46:48"
"177846","2016-03-26 14:46:14","Volkswagen_Caddy_1.6_TDI__7_Si.__Comfortline","privat","Angebot",17500,"control","kombi",2013,"manuell",102,"caddy",30000,4,"diesel","volkswagen","nein","2016-03-26 00:00:00",0,16761,"2016-04-06 02:45:32"
"34022","2016-03-22 20:50:01","Smart_mit_Motorschaden","privat","Angebot",750,"control","kleinwagen",1999,"manuell",54,"fortwo",150000,2,"benzin","smart","ja","2016-03-22 00:00:00",0,26849,"2016-04-06 14:46:43"
"165797","2016-03-22 20:52:45","VW_Polo_86c_rot","privat","Angebot",40,"control","kleinwagen",1992,"manuell",0,"polo",150000,1,"benzin","volkswagen","","2016-03-22 00:00:00",0,21614,"2016-03-22 20:52:45"
"4207","2016-03-15 14:51:59","Renault_Twingo","privat","Angebot",900,"control","kleinwagen",2000,"manuell",58,"twingo",150000,9,"benzin","renault","nein","2016-03-15 00:00:00",0,34582,"2016-03-23 23:18:07"
"35027","2016-03-29 20:46:14","Mercedes_Benz_220","privat","Angebot",4500,"test","limousine",2001,"automatik",143,"andere",150000,1,"diesel","mercedes_benz","nein","2016-03-29 00:00:00",0,75015,"2016-04-06 06:46:38"
"117443","2016-03-17 15:54:19","A_Klasse_A150_Mercedes_Avangarde_Leder_Top","privat","Angebot",4100,"test","kleinwagen",2005,"automatik",100,"a_klasse",150000,5,"benzin","mercedes_benz","nein","2016-03-17 00:00:00",0,12681,"2016-04-02 22:51:31"
"182995","2016-03-13 10:42:29","Alfa_Romeo_147_1.9_Diesel_Preis_VB.","privat","Angebot",850,"control","",2016,"manuell",0,"147",150000,7,"diesel","alfa_romeo","","2016-03-13 00:00:00",0,81249,"2016-03-15 17:44:59"
"178599","2016-03-11 11:40:15","Opel_Astra_1.6_Caravan_Edition_2000","privat","Angebot",1500,"control","kombi",1999,"automatik",101,"astra",150000,11,"benzin","opel","nein","2016-03-11 00:00:00",0,39128,"2016-03-17 16:46:26"
"138620","2016-03-21 19:57:09","Fiat_Punto_188","privat","Angebot",950,"test","kleinwagen",2002,"manuell",60,"punto",150000,3,"benzin","fiat","ja","2016-03-21 00:00:00",0,40822,"2016-04-06 23:45:52"
"65983","2016-03-14 18:37:23","Verkaufe_Sommerreifen_auf_Original_Alu_BMW_Doppelspeiche_47","privat","Angebot",250,"test","kombi",1997,"",0,"3er",5000,7,"","bmw","","2016-03-14 00:00:00",0,94036,"2016-03-31 09:45:06"
"42456","2016-03-14 17:55:47","Alfa_Romeo_156_Crosswagon_Q4_1.9_JTD_16V_4x4","privat","Angebot",4390,"test","kombi",2005,"manuell",150,"andere",125000,1,"diesel","alfa_romeo","nein","2016-03-14 00:00:00",0,93413,"2016-03-31 08:18:05"
"46409","2016-04-05 23:25:23","Mercedes_Benz_E_300_T_D","privat","Angebot",2800,"control","kombi",1995,"manuell",136,"e_klasse",150000,3,"diesel","mercedes_benz","ja","2016-04-05 00:00:00",0,65451,"2016-04-05 23:25:23"
"126187","2016-03-30 13:57:20","Ford_Fiesta_1.4","privat","Angebot",800,"test","kleinwagen",2004,"manuell",80,"fiesta",150000,5,"benzin","ford","nein","2016-03-30 00:00:00",0,41334,"2016-04-01 08:18:00"
"106438","2016-03-09 17:51:05","Mercedes_Benz_220_CE__LPG_Schiebedach","privat","Angebot",2000,"test","coupe",1993,"automatik",150,"andere",150000,4,"lpg","mercedes_benz","nein","2016-03-09 00:00:00",0,26389,"2016-04-07 10:44:48"
"36406","2016-04-03 14:44:10","Seat_Leon_1.8_20V_Pulso","privat","Angebot",3690,"test","limousine",2005,"manuell",125,"leon",100000,5,"benzin","seat","ja","2016-04-03 00:00:00",0,72145,"2016-04-05 13:18:38"
"97225","2016-03-12 13:49:19","Ford_Mondeo_Ghia_2_0l_Duratec_Fliessheck","privat","Angebot",8490,"control","limousine",2007,"manuell",145,"mondeo",60000,10,"benzin","ford","nein","2016-03-12 00:00:00",0,70839,"2016-03-17 15:15:25"
"53365","2016-04-04 14:49:00","Volkswagen_T4_Syncro_Krankenwagen_Aufbau_lange_Achse_7DB","privat","Angebot",3500,"test","bus",1998,"manuell",116,"transporter",150000,5,"benzin","volkswagen","nein","2016-04-04 00:00:00",0,89077,"2016-04-06 16:17:21"
"48006","2016-03-07 10:06:35","Ford_KA_TÜV_bis_July_2017","privat","Angebot",1100,"test","kleinwagen",2004,"manuell",60,"ka",100000,3,"benzin","ford","nein","2016-03-07 00:00:00",0,35683,"2016-03-28 01:46:08"
"130147","2016-03-12 12:43:06","Ford_Focus_m","privat","Angebot",1350,"test","limousine",2001,"manuell",116,"focus",150000,6,"benzin","ford","nein","2016-03-12 00:00:00",0,32832,"2016-03-15 15:47:16"
"90266","2016-03-19 14:55:24","Mercedes_Benz_E_220_CDI_Automatik_Classic","privat","Angebot",7200,"test","limousine",2003,"automatik",150,"e_klasse",125000,4,"diesel","mercedes_benz","nein","2016-03-19 00:00:00",0,87700,"2016-03-19 14:55:24"
"45867","2016-03-29 22:54:41","Opel_Corsa_1.2_16V_ecoFLEX","privat","Angebot",6999,"test","kleinwagen",2010,"manuell",69,"corsa",50000,10,"benzin","opel","nein","2016-03-29 00:00:00",0,47055,"2016-04-06 14:45:33"
"18835","2016-04-06 21:06:25","Ford_Kuga_2.0_TDCi_4x4_Titanium","privat","Angebot",13700,"control","suv",2008,"manuell",136,"kuga",125000,8,"diesel","ford","nein","2016-04-06 00:00:00",0,35619,"2016-04-06 21:06:25"
"55429","2016-04-04 21:56:25","BMW_530d_touring_Edition_Sport","privat","Angebot",3300,"test","kombi",2002,"automatik",193,"5er",150000,5,"diesel","bmw","nein","2016-04-04 00:00:00",0,51065,"2016-04-07 00:45:19"
"187632","2016-03-17 20:37:40","!!!_TOP_BMW_5.20i_!!!","privat","Angebot",7000,"control","",2003,"manuell",170,"5er",150000,0,"benzin","bmw","nein","2016-03-17 00:00:00",0,97421,"2016-04-07 08:46:51"
"22127","2016-03-24 18:48:05","Volkswagen_Passat_Variant_2.0_TDI_DSG_Sportline","privat","Angebot",8950,"test","kombi",2009,"automatik",140,"passat",150000,2,"diesel","volkswagen","nein","2016-03-24 00:00:00",0,85221,"2016-04-07 12:49:07"
"117836","2016-03-26 23:55:33","Nissan_Micra_1.2_Klima_Barbie_Pink","privat","Angebot",1800,"test","kleinwagen",2003,"manuell",65,"micra",150000,12,"benzin","nissan","nein","2016-03-26 00:00:00",0,22119,"2016-04-07 02:16:31"
"25498","2016-03-12 19:06:24","Citroën_C2_1.6_16V_VTS","privat","Angebot",2800,"test","kleinwagen",2006,"manuell",122,"c2",150000,10,"benzin","citroen","nein","2016-03-12 00:00:00",0,57299,"2016-03-19 21:45:14"
"71645","2016-03-30 20:47:57","Volkswagen_Touareg_2.5_R5_TDI_Exclusive_Edition","privat","Angebot",9900,"control","suv",2006,"manuell",174,"touareg",150000,2,"diesel","volkswagen","nein","2016-03-30 00:00:00",0,53840,"2016-04-07 13:17:50"
"177222","2016-03-17 18:25:20","Renault_Clio_Campus","privat","Angebot",800,"control","kleinwagen",2007,"manuell",0,"clio",125000,5,"lpg","renault","ja","2016-03-17 00:00:00",0,56130,"2016-04-06 18:48:18"
"186771","2016-03-27 21:50:05","Bmw_735i_LPG","privat","Angebot",6300,"test","",2018,"automatik",272,"",150000,0,"","bmw","","2016-03-27 00:00:00",0,39106,"2016-03-29 12:44:48"
"176232","2016-03-16 11:37:37","renaut_scenic","privat","Angebot",1000,"test","bus",2002,"manuell",95,"scenic",150000,7,"benzin","renault","","2016-03-16 00:00:00",0,34132,"2016-03-16 11:37:37"
"38531","2016-03-14 00:51:41","Schwarzer_BMW_116i","privat","Angebot",8900,"control","limousine",2007,"manuell",122,"1er",50000,12,"benzin","bmw","nein","2016-03-13 00:00:00",0,59821,"2016-04-06 19:46:06"
"44486","2016-03-07 20:57:30","Opel_Vectra_B_Sport_2l_16V","privat","Angebot",280,"test","kombi",1999,"manuell",136,"vectra",150000,0,"benzin","opel","ja","2016-03-07 00:00:00",0,93453,"2016-04-05 23:44:29"
"134620","2016-04-02 18:52:16","Audi_A4_Avant_1.9_TDI_DPF","privat","Angebot",9500,"control","kombi",2006,"manuell",116,"a4",125000,7,"diesel","audi","nein","2016-04-02 00:00:00",0,89547,"2016-04-06 18:47:42"
"87253","2016-03-12 21:53:54","BMW_118d_DPF","privat","Angebot",6950,"test","limousine",2007,"manuell",143,"1er",150000,11,"diesel","bmw","nein","2016-03-12 00:00:00",0,1237,"2016-03-27 21:44:42"
"121844","2016-03-27 00:58:22","Trabant_601","privat","Angebot",3500,"test","limousine",1988,"manuell",26,"601",90000,7,"","trabant","nein","2016-03-26 00:00:00",0,73770,"2016-04-07 04:16:51"
"90897","2016-03-23 12:43:26","Audi_S3_Vollausstattung__8_fach_bereift_auf_S3_Felgen","privat","Angebot",16200,"control","limousine",2008,"manuell",265,"andere",125000,7,"benzin","audi","nein","2016-03-23 00:00:00",0,83646,"2016-04-05 11:46:36"
"90730","2016-03-12 11:00:04","BMW_318i_Cabrio","privat","Angebot",2000,"control","cabrio",1992,"manuell",118,"3er",150000,7,"benzin","bmw","nein","2016-03-12 00:00:00",0,22175,"2016-03-12 11:00:04"
"109163","2016-04-04 23:50:40","Mercedes_Benz_C_200_Kompressor_Sportcoupe","privat","Angebot",3450,"control","coupe",2002,"automatik",163,"c_klasse",150000,10,"benzin","mercedes_benz","nein","2016-04-04 00:00:00",0,27578,"2016-04-07 08:46:56"
"34528","2016-03-28 22:06:19","Opel_Corsa_C_zum_Reparieren_oder_Ausschlachten","privat","Angebot",650,"control","kleinwagen",2002,"manuell",58,"corsa",150000,1,"benzin","opel","ja","2016-03-28 00:00:00",0,65199,"2016-03-30 02:37:50"
"18920","2016-03-17 19:49:06","Opel_Combo_1.6","privat","Angebot",800,"control","kombi",2004,"manuell",87,"combo",90000,3,"benzin","opel","ja","2016-03-17 00:00:00",0,16515,"2016-04-07 07:45:48"
"21917","2016-03-25 16:45:42","Volkswagen_Polo_1.4_Cross_Polo","privat","Angebot",9250,"control","kleinwagen",2010,"manuell",86,"polo",60000,9,"benzin","volkswagen","nein","2016-03-25 00:00:00",0,85113,"2016-04-06 21:15:32"
"188185","2016-03-06 23:06:23","Seat_Ibiza_1.9_TDI_Sport_Edition","privat","Angebot",4200,"control","kleinwagen",2007,"manuell",101,"ibiza",150000,2,"diesel","seat","nein","2016-03-06 00:00:00",0,56290,"2016-04-05 15:47:50"
"49305","2016-03-20 18:57:21","Chrysler_PT_Cruiser._Auch_Tausch_gg_alten_Nissan_PickUp.","privat","Angebot",2222,"test","",2018,"",0,"ptcruiser",125000,0,"benzin","chrysler","","2016-03-20 00:00:00",0,1968,"2016-04-07 02:45:31"
"124326","2016-03-16 16:57:41","Biete_Chevrolet_Matiz_rechte_seite_leichte_unfallschade","privat","Angebot",1150,"control","kleinwagen",2008,"manuell",0,"matiz",90000,6,"benzin","chevrolet","ja","2016-03-16 00:00:00",0,42697,"2016-03-16 17:41:16"
"113290","2016-03-05 18:45:21","Mercedes_Benz_W_126_280_s_Oldtimer","privat","Angebot",2000,"test","",1985,"automatik",0,"s_klasse",150000,12,"benzin","mercedes_benz","","2016-03-05 00:00:00",0,97705,"2016-03-17 20:47:59"
"145121","2016-03-06 21:43:21","Audi_A3_2_0_TDI_DSG","privat","Angebot",4199,"control","andere",2004,"automatik",140,"a3",150000,8,"diesel","audi","","2016-03-06 00:00:00",0,45357,"2016-04-07 02:44:51"
"139253","2016-03-20 00:52:23","BMW_520i","privat","Angebot",3000,"control","limousine",2001,"automatik",150,"5er",150000,11,"benzin","bmw","nein","2016-03-19 00:00:00",0,51107,"2016-03-22 13:16:44"
"50722","2016-03-24 13:47:44","Jaguar_xj6_X300","privat","Angebot",3600,"control","limousine",1996,"automatik",211,"andere",150000,12,"benzin","jaguar","","2016-03-24 00:00:00",0,78056,"2016-03-25 22:44:33"
"100407","2016-03-11 09:50:54","Senic_2_zu_Verkaufen","privat","Angebot",2300,"control","bus",2005,"manuell",113,"scenic",150000,5,"benzin","renault","","2016-03-11 00:00:00",0,57334,"2016-03-14 05:45:16"
"97934","2016-04-03 14:48:57","Peugeot_106_Filou","privat","Angebot",900,"test","kleinwagen",2002,"manuell",60,"1_reihe",150000,4,"benzin","peugeot","nein","2016-04-03 00:00:00",0,23970,"2016-04-05 13:47:37"
"63504","2016-03-21 10:53:32","Mercedes_Benz_Vito_108_CDI","privat","Angebot",2300,"test","bus",2002,"manuell",82,"vito",150000,6,"diesel","mercedes_benz","nein","2016-03-21 00:00:00",0,57334,"2016-04-04 03:47:22"
"162692","2016-03-23 10:47:39","Skoda_Oktavia_2_0_Automatik","privat","Angebot",2600,"control","kombi",2004,"automatik",116,"octavia",150000,6,"benzin","skoda","","2016-03-23 00:00:00",0,51580,"2016-04-05 04:17:19"
"101557","2016-03-31 21:49:24","Peugeot_106_Sport_mit_NEUEM_TÜV","privat","Angebot",1350,"test","",2018,"manuell",0,"1_reihe",150000,5,"benzin","peugeot","nein","2016-03-31 00:00:00",0,25524,"2016-04-06 17:17:36"
"64591","2016-03-10 17:37:56","Bmw_525_Aut._Diesel","privat","Angebot",6550,"control","",2005,"automatik",177,"",150000,12,"diesel","bmw","","2016-03-10 00:00:00",0,51063,"2016-03-12 07:45:56"
"30625","2016-03-27 20:49:40","Volkswagen_4___Trend","privat","Angebot",3000,"control","kleinwagen",1999,"manuell",101,"golf",150000,4,"benzin","volkswagen","nein","2016-03-27 00:00:00",0,3185,"2016-04-05 19:45:28"
"155094","2016-03-12 16:53:41","Opel_Corsa_E_Color_Edition!_1_Jahr_Garantie!","privat","Angebot",11999,"control","",2018,"manuell",101,"corsa",30000,1,"benzin","opel","nein","2016-03-12 00:00:00",0,16356,"2016-03-12 16:53:41"
"90515","2016-03-22 22:54:10","Volkswagen_Passat_Variant_2.0_TDI_Highline","privat","Angebot",9700,"control","kombi",2006,"manuell",140,"passat",150000,3,"diesel","volkswagen","nein","2016-03-22 00:00:00",0,88250,"2016-04-07 04:16:59"
"47494","2016-03-29 13:50:18","Seat_Cordoba_Vario","privat","Angebot",299,"control","kombi",1997,"manuell",60,"cordoba",150000,7,"benzin","seat","nein","2016-03-29 00:00:00",0,7546,"2016-04-05 23:17:25"
"79609","2016-03-29 15:59:16","Audi_A6_Avant_2_4__8_fach_Bereift_!!!Osterangebot!!!Reserviert!!!","privat","Angebot",3250,"control","kombi",1999,"manuell",165,"",150000,7,"benzin","audi","nein","2016-03-29 00:00:00",0,66386,"2016-03-29 16:40:58"
"15930","2016-03-16 11:54:17","Suzuki_Liana_Kombi_1.6_4WD_Comfort","privat","Angebot",1500,"test","kombi",2004,"manuell",106,"andere",150000,3,"benzin","suzuki","ja","2016-03-16 00:00:00",0,42329,"2016-04-06 06:16:42"
"35881","2016-03-12 00:59:43","Mercedes_Benz_S_320_CDI_DPF_7G_TRONIC","privat","Angebot",20750,"test","limousine",2007,"automatik",235,"s_klasse",150000,8,"diesel","mercedes_benz","nein","2016-03-11 00:00:00",0,42329,"2016-03-14 16:15:23"
"72683","2016-03-25 19:58:48","Mercedes_Benz_C_200_CDI__AMG_Optik_Voll_Scheckheftgepflegt","privat","Angebot",11999,"test","limousine",2008,"manuell",136,"c_klasse",150000,2,"diesel","mercedes_benz","nein","2016-03-25 00:00:00",0,38239,"2016-04-07 02:45:56"
"102109","2016-03-09 15:36:43","Opel_Astra_1.6","privat","Angebot",1300,"control","limousine",1999,"manuell",75,"astra",150000,4,"benzin","opel","nein","2016-03-09 00:00:00",0,63303,"2016-04-06 21:47:37"
"177400","2016-04-04 09:52:59","Ersatzteillspender","privat","Angebot",600,"control","",2000,"",0,"",90000,0,"","ford","ja","2016-04-04 00:00:00",0,14776,"2016-04-06 10:46:06"
"187163","2016-04-01 15:58:24","Volkswagen_Transporter_T4_TD_7DM_1H2","privat","Angebot",3333,"test","bus",1996,"manuell",68,"transporter",150000,7,"diesel","volkswagen","nein","2016-04-01 00:00:00",0,38518,"2016-04-05 11:44:52"
"163310","2016-03-14 14:36:59","verkaufe_einen_polo_6n","privat","Angebot",200,"control","kleinwagen",1997,"manuell",54,"polo",150000,2,"benzin","volkswagen","ja","2016-03-14 00:00:00",0,21354,"2016-03-18 02:18:16"
"47924","2016-03-16 07:51:37","VW_golf_5_GT_SPORT","privat","Angebot",4500,"test","limousine",2007,"manuell",170,"golf",150000,5,"benzin","volkswagen","nein","2016-03-16 00:00:00",0,57290,"2016-03-29 01:17:11"
"120228","2016-03-28 10:51:46","206cc_caprio","privat","Angebot",2798,"control","cabrio",2005,"",1082,"2_reihe",150000,6,"benzin","peugeot","","2016-03-28 00:00:00",0,66978,"2016-03-30 01:15:42"
"75362","2016-03-14 12:50:32","Peugeot_407_SW_HDi_205_Bi_Turbo_JBL","privat","Angebot",2500,"test","kombi",2007,"automatik",204,"4_reihe",150000,11,"diesel","peugeot","ja","2016-03-14 00:00:00",0,1279,"2016-04-01 17:45:44"
"106178","2016-03-17 15:55:20","Opel_Vectra_1.8_Sport_Alufelgen_Anhaenger","privat","Angebot",1000,"test","limousine",2000,"manuell",116,"vectra",150000,4,"benzin","opel","nein","2016-03-17 00:00:00",0,92342,"2016-03-25 19:17:26"
"102579","2016-03-26 06:36:18","BMW_e36_318_TÜV_11/2016_fahrbereit_no_316_320_323_328","privat","Angebot",650,"control","limousine",1994,"manuell",115,"3er",150000,4,"benzin","bmw","","2016-03-26 00:00:00",0,12349,"2016-04-01 20:17:30"
"18656","2016-03-08 22:51:49","Peugeot_607_HDI_135_Platinium_Vollausstattung","privat","Angebot",2799,"test","limousine",2003,"manuell",133,"andere",150000,0,"diesel","peugeot","nein","2016-03-08 00:00:00",0,31787,"2016-03-11 13:46:04"
"154623","2016-03-06 20:43:27","Renault_Modus_1.6_Dynamique___LPG_Gasanlage___Klima___ESP___Tuev","privat","Angebot",3499,"control","kombi",2005,"manuell",111,"modus",150000,4,"lpg","renault","nein","2016-03-06 00:00:00",0,52249,"2016-03-30 08:47:19"
"148115","2016-03-20 11:52:32","Seat_Leon_1.9_TDI_DPF_Reference","privat","Angebot",4699,"test","limousine",2008,"manuell",105,"leon",150000,3,"diesel","seat","nein","2016-03-20 00:00:00",0,12309,"2016-03-20 11:52:32"
