company;product;typename;inches;screenresolution;cpu_company;cpu_type;cpu_frequency_ghz;ram_gb;memory;gpu_company;gpu_type;opsys;weight_kg;price_euro
Asus;FX502VM-DM560T (i7-7700HQ/8GB/1TB;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX1060;Windows 10;224;13390
Vero;K146 (N3350/4GB/32GB/W10);Notebook;140;1920x1080;Intel;Celeron Dual Core N3350;11;40;32GB Flash Storage;Intel;HD Graphics 500;Windows 10;122;2,029E+16
Lenovo;ThinkPad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;80;512GB SSD;Intel;HD Graphics 620;Windows 10;137;19700
Lenovo;Yoga 510-15IKB;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;AMD;Radeon R7 M460;Windows 10;208;9590
Apple;"MacBook 12""";Ultrabook;120;IPS Panel Retina Display 2304x1440;Intel;Core M;12;80;512GB Flash Storage;Intel;HD Graphics 5300;Mac OS X;9,2E+15;11650
Lenovo;ThinkPad X1;2 in 1 Convertible;140;IPS Panel Touchscreen 2560x1440;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;142;23300
Asus;R417NA-RS01 (N3350/4GB/32GB/W10);Notebook;140;1366x768;Intel;Celeron Dual Core N3350;11;40;32GB Flash Storage;Intel;HD Graphics 500;Windows 10;163;2990
Dell;Latitude 3580;Notebook;156;1366x768;Intel;Core i5 7200U;25;80;128GB SSD;Intel;HD Graphics 620;Windows 10;195;8100
Lenovo;Yoga 910-13IKB;2 in 1 Convertible;139;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;138;13490
Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel;Core i3 6006U;20;80;256GB SSD;AMD;Radeon R5 M420X;Windows 10;20;7390
HP;ZBook 17;Workstation;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;256GB SSD;Nvidia;Quadro M2200;Windows 10;314;20649
Asus;Pro P2540UA-XS51;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;237;10990
Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;129;14990
Dell;XPS 15;Notebook;156;4K Ultra HD / Touchscreen 3840x2160;Intel;Core i5 7300HQ;25;80;256GB SSD;Nvidia;GeForce GTX 1050;Windows 10;206;17490
Dell;Latitude 3180;Netbook;116;1366x768;Intel;Pentium Quad Core N4200;11;40;128GB SSD;Intel;HD Graphics 620;Windows 10;163;7440
HP;EliteBook 820;Netbook;125;1366x768;Intel;Core i5 7300U;26;80;256GB SSD;Intel;HD Graphics 620;Windows 10;126;13890
Toshiba;Satellite Pro;Notebook;156;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;21;7800
HP;15-ba043na (A12-9700P/8GB/2TB/W10);Notebook;156;1366x768;AMD;A12-Series 9700P;25;80;2TB HDD;AMD;Radeon R7 Graphics;Windows 10;204;6290
Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;512GB SSD;Nvidia;GeForce GTX 1050 Ti;Windows 10;262;16790
Lenovo;IdeaPad 310-15IKB;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;40;1TB HDD;Nvidia;GeForce 920M;Windows 10;24;6090
HP;Omen 17-an012dx;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;120;1TB HDD;AMD;Radeon RX 580;Windows 10;374;17490
MSI;GE72MVR 7RG;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;512GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;29;24150
Samsung;Notebook 9;Ultrabook;133;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;81;14990
Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;1TB HDD;Nvidia;GeForce GT 940MX;Windows 10;198;9610
Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;AMD;Radeon R5 M420;Windows 10;218;78981
Lenovo;Thinkpad T470s;Ultrabook;140;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;132;18590
Razer;Blade Stealth;Ultrabook;125;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel;Core i7 7500U;25;160;512GB SSD;Intel;HD Graphics 620;Windows 10;129;17990
HP;Chromebook 11;Netbook;116;1366x768;Intel;Celeron Dual Core N3060;16;40;16GB Flash Storage;Intel;HD Graphics 400;Chrome OS;123;3850
Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;436;250502
Dell;Latitude 3480;Notebook;140;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;176;7550
Lenovo;V110-15ISK (i3-6006U/4GB/500GB/W10);Notebook;156;1366x768;Intel;Core i3 6006U;20;40;500GB HDD;Intel;HD Graphics 520;Windows 10;21;4899
Toshiba;Tecra X40-D-10Z;Ultrabook;140;1366x768;Intel;Core i5 7200U;25;40;128GB SSD;Intel;HD Graphics 620;Windows 10;125;10900
Lenovo;Thinkpad X1;Ultrabook;140;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;80;512GB SSD;Intel;HD Graphics 620;Windows 10;113;24990
MSI;GL62M 7RD;Gaming;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;256GB SSD;Nvidia;GeForce GTX 1050;Windows 10;24;11990
Lenovo;ThinkPad X1;Ultrabook;140;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB Flash Storage;Intel;HD Graphics 620;Windows 10;113;18750
Toshiba;Satellite Pro;Notebook;140;1366x768;Intel;Pentium Dual Core 4405U;21;40;128GB SSD;Intel;HD Graphics 510;Windows 10;175;4,99E+16
Asus;ZenBook Flip;2 in 1 Convertible;133;Touchscreen / Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;11;13580
Dell;Latitude 3480;Notebook;140;1366x768;Intel;Core i3 6006U;20;40;500GB HDD;Intel;HD Graphics 520;Windows 10;176;5850
Acer;Chromebook 11;Netbook;116;IPS Panel 1366x768;Intel;Celeron Dual Core N3060;16;40;32GB Flash Storage;Intel;HD Graphics 400;Chrome OS;135;3550
Acer;Swift 3;Notebook;140;IPS Panel Full HD 1920x1080;Intel;Core i3 7100U;24;80;128GB SSD;Intel;HD Graphics 620;Windows 10;15;6190
Razer;Blade Pro;Gaming;173;4K Ultra HD / Touchscreen 3840x2160;Intel;Core i7 7820HK;29;320;512GB SSD;Nvidia;GeForce GTX 1080;Windows 10;349;54990
Lenovo;Thinkpad X1;Ultrabook;140;IPS Panel Quad HD+ 2560x1440;Intel;Core i7 6600U;26;160;512GB SSD;Intel;HD Graphics 520;Windows 10;11;20990
Asus;VivoBook Max;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;40;1TB HDD;Nvidia;GeForce 920;Linux;21;5190
Lenovo;Thinkpad T460;Notebook;140;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;17;11860
Lenovo;ThinkPad T470s;Notebook;140;IPS Panel Full HD 1920x1080;Intel;Core i5 7300U;26;80;256GB SSD;Intel;HD Graphics 620;Windows 10;132;16500
Dell;Alienware 15;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;321;277463
Asus;Rog GL702VS-BA023T;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;29;24190
Toshiba;Satellite Pro;Notebook;156;1366x768;Intel;Core i3 7100U;24;40;500GB HDD;Intel;HD Graphics 620;Windows 10;20;6690
Lenovo;N42-20 Chromebook;Notebook;140;1366x768;Intel;Celeron Quad Core N3160;16;40;16GB Flash Storage;Intel;HD Graphics 400;Chrome OS;15;3250
Asus;R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;128GB HDD;Intel;HD Graphics 620;Windows 10;23;5900
Asus;Rog GL702VM-GC017T;Gaming;173;Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;512GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;273;17990
Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;320;512GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;442;3,07289E+16
HP;ProBook 470;Notebook;173;1600x900;Intel;Core i5 7200U;25;80;1TB HDD;Nvidia;GeForce 930MX;Windows 10;263;9100
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i5 7200U;25;80;128GB SSD;Intel;HD Graphics 620;Windows 10;218;71399
HP;EliteBook 840;Ultrabook;140;Full HD 1920x1080;Intel;Core i7 6500U;25;80;512GB SSD;Intel;HD Graphics 520;Windows 7;154;18700
Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;40;256GB SSD;AMD;Radeon R5 M420;Windows 10;218;7390
HP;Chromebook X360;2 in 1 Convertible;116;Touchscreen 1366x768;Intel;Celeron Dual Core N3350;11;40;32GB Flash Storage;Intel;HD Graphics 500;Chrome OS;14;6150
Asus;ZenBook UX310UQ-GL026T;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel;Core i5 6200U;23;80;512GB SSD;Nvidia;GeForce 940M;Windows 10;145;10260
HP;EliteBook x360;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;128;22770
HP;EliteBook 840;Ultrabook;140;Full HD 1920x1080;Intel;Core i7 6500U;25;80;512GB SSD;Intel;HD Graphics 520;Windows 10;154;14680
HP;250 G6;Notebook;156;1366x768;Intel;Celeron Dual Core N3060;16;40;128GB SSD;Intel;HD Graphics 400;No OS;186;2990
Asus;Rog GL502VM-DS74;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;21;18990
Dell;Inspiron 5767;Notebook;173;Full HD 1920x1080;Intel;Core i7 7500U;27;80;1TB HDD;AMD;Radeon R7 M445;Linux;283;8650
Lenovo;ThinkPad T470p;Ultrabook;140;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;256GB SSD;Nvidia;GeForce GT 940MX;Windows 10;196;19030
Asus;K556UR-DM621T (i7-7500U/8GB/256GB/GeForce;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Nvidia;GeForce GTX 930MX;Windows 10;23;7870
Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;128GB SSD;Intel;HD Graphics 620;Windows 10;19;9450
Asus;X541NA (N4200/4GB/1TB/W10);Notebook;156;1366x768;Intel;Pentium Quad Core N4200;11;40;1TB HDD;Intel;HD Graphics 505;Windows 10;20;4490
HP;EliteBook x360;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel;Core i7 7600U;28;80;256GB SSD;Intel;HD Graphics 620;Windows 10;128;25590
Dell;Inspiron 5368;Notebook;133;Full HD / Touchscreen 1920x1080;Intel;Core i5 6200U;23;80;1TB HDD;Intel;HD Graphics 520;Windows 10;162;6490
Lenovo;IdeaPad 110-15ISK;Notebook;156;Full HD 1920x1080;Intel;Core i3 6006U;20;40;1TB HDD;Intel;HD Graphics 520;No OS;22;4690
Lenovo;ThinkPad E570;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;1TB HDD;Intel;HD Graphics 620;Windows 10;23;85066
HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel;Core i5 7300U;26;80;256GB SSD;AMD;Radeon R7 M465;Windows 10;184;13490
Toshiba;Portege X30-D-10X;Notebook;133;Full HD 1920x1080;Intel;Core i5 7200U;25;40;128GB SSD;Intel;HD Graphics 620;Windows 10;105;12850
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;1TB HDD;Nvidia;GeForce GTX 1050;No OS;25;10170
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i7 7660U;25;160;512GB SSD;Intel;Iris Plus Graphics 640;Windows 10;129;22400
HP;Probook 450;Notebook;156;Full HD 1920x1080;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;207;9100
Toshiba;Portégé Z30-C-188;Ultrabook;133;1366x768;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;1,2E+16;10950
Lenovo;ThinkPad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;137;19500
Acer;TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10);Notebook;140;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;156;9020
Dell;Precision 3520;Workstation;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;1TB HDD;Nvidia;Quadro M620;Windows 10;223;17780
Lenovo;ThinkPad L570;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;238;10550
Lenovo;IdeaPad 110-15ISK;Notebook;156;Full HD 1920x1080;Intel;Core i3 6006U;20;40;1TB HDD;AMD;Radeon R5 M430;No OS;22;4790
Toshiba;Tecra A50-D-11D;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;20;13880
Lenovo;Thinkpad 13;Notebook;133;IPS Panel Full HD 1920x1080;Intel;Core i3 7100U;24;40;180GB SSD;Intel;HD Graphics 620;Windows 10;144;7350
Samsung;Notebook 9;Ultrabook;150;Full HD 1920x1080;Intel;Core i7 7500U;27;160;256GB SSD;Nvidia;GeForce 940MX;Windows 10;123;18490
Dell;Latitude 7280;Ultrabook;125;Full HD 1920x1080;Intel;Core i7 7600U;28;80;256GB SSD;Intel;HD Graphics 620;Windows 10;16;16900
Asus;X541NA-GO121 (N4200/4GB/1TB/Linux);Notebook;156;1366x768;Intel;Pentium Quad Core N4200;11;40;1TB HDD;Intel;HD Graphics 505;Linux;20;39899
Xiaomi;Mi Notebook;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Nvidia;GeForce 940MX;Windows 10;128;9350
Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;40;128GB SSD +  1TB HDD;Nvidia;GeForce 940MX;Windows 10;218;9125
HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;40;256GB SSD;Intel;HD Graphics 620;Windows 10;204;8390
HP;EliteBook x360;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;40;256GB SSD;Intel;HD Graphics 620;Windows 10;128;17000
HP;Pavilion x360;2 in 1 Convertible;156;Touchscreen 1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;23;6848
Asus;VivoBook L402NA;Notebook;141;1366x768;Intel;Celeron Dual Core N3350;11;40;32GB Flash Storage;Intel;HD Graphics 500;Windows 10;165;3480
Lenovo;IdeaPad 510-15ISK;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6500U;25;80;1TB HDD;Nvidia;GeForce 940MX;Windows 10;22;6690
Dell;Inspiron 3552;Notebook;156;1366x768;Intel;Pentium Quad Core N3710;16;40;500GB HDD;Intel;HD Graphics;Windows 10;22;3690
HP;EliteBook x360;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;40;256GB SSD;Intel;HD Graphics 620;Windows 10;128;17990
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;1TB HDD;AMD;Radeon R5 M420X;Linux;218;4,557E+16
Asus;Rog GL753VD-GC082T;Gaming;173;Full HD 1920x1080;Intel;Core i5 7300HQ;25;120;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;22;13699
Dell;Chromebook C731-C78G;Netbook;116;IPS Panel 1366x768;Intel;Celeron Dual Core N3060;16;40;32GB Flash Storage;Intel;HD Graphics 400;Chrome OS;125;2970
Lenovo;IdeaPad 110-17ACL;Notebook;173;1600x900;AMD;A4-Series 7210;22;40;500GB HDD;AMD;Radeon R3;Windows 10;28;3790
HP;Probook 640;Notebook;140;Full HD 1920x1080;Intel;Core i5 7200U;25;40;128GB SSD;Intel;HD Graphics 620;Windows 10;195;12650
HP;Envy x360;2 in 1 Convertible;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i7 7500U;27;160;256GB SSD;Intel;HD Graphics 620;Windows 10;142;13990
Samsung;Notebook 9;Ultrabook;150;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;117;16990
Lenovo;ThinkPad T470s;Ultrabook;140;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;132;17990
MSI;GS73VR Stealth;Gaming;173;IPS Panel 4K Ultra HD 3840x2160;Intel;Core i7 6700HQ;26;160;512GB SSD +  2TB HDD;Nvidia;GeForce GTX 1060;Windows 10;243;26490
Toshiba;Portege X30-D-10V;Notebook;133;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;105;113602
Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;1TB HDD;Nvidia;GeForce GTX 1050Ti;Linux;262;9290
HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;1TB HDD;Nvidia;GeForce 930MX;Windows 10;204;9000
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;1TB HDD;AMD;Radeon R5 M420X;Windows 10;218;6140
Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel;Core i5 7300U;26;80;500GB HDD;Intel;HD Graphics 620;Windows 10;19;9350
Dell;XPS 13;2 in 1 Convertible;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i7 7Y75;13;80;512GB SSD;Intel;HD Graphics 615;Windows 10;124;20131
Asus;G701VO-IH74K (i7-6820HK/32GB/2x;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6820HK;27;320;256GB SSD +  256GB SSD;Nvidia;GeForce GTX 980M;Windows 10;358;12790
Dell;XPS 13;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel;Core i7 7Y75;13;160;256GB SSD;Intel;HD Graphics 615;Windows 10;122;16490
Lenovo;ThinkPad X1;Ultrabook;140;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB Flash Storage;Intel;HD Graphics 620;Windows 10;113;20490
Lenovo;ThinkPad T570;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;512GB SSD;Intel;HD Graphics 620;Windows 10;195;196299
LG;Gram 15Z970;Ultrabook;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;108;20990
HP;Elitebook 820;Netbook;125;Full HD 1920x1080;Intel;Core i7 7500U;27;80;512GB SSD;Intel;HD Graphics 620;Windows 10;126;14830
Acer;Chromebook CB5-571-C1DZ;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Celeron Dual Core 3205U;15;40;16GB Flash Storage;Intel;HD Graphics;Chrome OS;22;3590
Lenovo;IdeaPad Y700-15ISK;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 6300HQ;23;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 960M;Windows 10;26;7890
LG;Gram 14Z970;Ultrabook;140;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;80;512GB SSD;Intel;HD Graphics 620;Windows 10;98;18990
Dell;Latitude 5480;Notebook;140;Full HD 1920x1080;Intel;Core i5 7440HQ;28;80;256GB SSD;Intel;HD Graphics 620;Windows 10;16;12050
HP;Elitebook Folio;Ultrabook;125;4K Ultra HD / Touchscreen 3840x2160;Intel;Core M 6Y75;12;80;240GB SSD;Intel;HD Graphics 515;Windows 10;109;31000
Lenovo;IdeaPad 510-15IKB;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;60;256GB SSD;Nvidia;GeForce 940MX;Windows 10;22;7890
HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Nvidia;GeForce 930MX;Windows 10;204;101899
Acer;Aspire E5-575;Notebook;156;Full HD 1920x1080;Intel;Core i3 7100U;24;40;1TB HDD;Intel;HD Graphics 620;Windows 10;24;4,99E+16
Lenovo;ThinkPad 13;Notebook;133;Full HD 1920x1080;Intel;Core i5 7200U;25;40;128GB SSD;Intel;HD Graphics 620;Windows 10;144;8810
HP;Probook 430;Notebook;133;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;149;9600
MSI;GE72VR 6RF;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050 Ti;Windows 10;27;15990
Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050 Ti;Windows 10;26;13490
MSI;GL62M 7RD;Gaming;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;22;111991
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;1TB HDD;AMD;Radeon R5 M420;Windows 10;218;68499
HP;EliteBook 850;Ultrabook;156;Full HD 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;AMD;Radeon R7 M365X;Windows 10;184;129699
HP;Envy 13-AB077cl;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;139;11490
Toshiba;Tecra Z50-C-140;Notebook;156;Full HD 1920x1080;Intel;Core i7 6600U;26;160;256GB SSD;Nvidia;GeForce 930M;Windows 10;24;19750
Lenovo;ThinkPad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;80;512GB SSD;Intel;HD Graphics 620;Windows 10;137;18250
Dell;Latitude 3580;Notebook;156;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;195;7299
Lenovo;Thinkpad X270;Ultrabook;125;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;136;16500
HP;Probook 650;Notebook;156;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;231;11650
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;1TB HDD;Intel;HD Graphics 620;Windows 10;218;70806
HP;ProBook 640;Notebook;140;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;195;11490
Lenovo;IdeaPad 320-15IAP;Notebook;156;1366x768;Intel;Pentium Quad Core N4200;11;40;1TB HDD;Intel;HD Graphics 505;Windows 10;22;3090
HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;126;15790
HP;250 G6;Notebook;156;1366x768;Intel;Celeron Dual Core N3060;16;40;1TB HDD;Intel;HD Graphics 400;No OS;186;2889
Lenovo;Yoga 900-13ISK;2 in 1 Convertible;133;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel;Core i7 6560U;22;160;1TB SSD;Intel;Iris Graphics 540;Windows 10;13;17990
Toshiba;Tecra Z40-C-12X;Notebook;140;IPS Panel Full HD 1920x1080;Intel;Core i5 6200U;23;40;128GB SSD;Intel;HD Graphics 520;Windows 10;147;11050
HP;EliteBook 820;Netbook;125;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;126;16690
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;1TB HDD;Intel;HD Graphics 520;Windows 10;218;5586
MSI;GP62M Leopard;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;22;11990
Dell;Latitude 7480;Ultrabook;140;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;136;16390
Dell;Alienware 17;Gaming;173;2560x1440;Intel;Core i7 6820HK;27;160;512GB SSD +  1TB HDD;Nvidia;GeForce GTX 1080;Windows 10;436;27580
HP;Omen 17-W006na;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i5 6300HQ;23;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 965M;Windows 10;275;13990
Asus;X751SV-TY001T (N3710/4GB/1TB/GeForce;Notebook;173;1600x900;Intel;Pentium Quad Core N3710;16;40;1TB HDD;Nvidia;GeForce 920MX;Windows 10;28;5300
Acer;TravelMate P259-G2;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;223;6190
Toshiba;Tecra A50-C-1ZV;Notebook;156;1366x768;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;22;11190
Lenovo;Yoga 700-11ISK;2 in 1 Convertible;113;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core M m7-6Y75;12;80;256GB SSD;Intel;HD Graphics 515;Windows 10;11;12990
Lenovo;IdeaPad Y700-15ACZ;Gaming;156;IPS Panel Full HD 1920x1080;AMD;FX 8800P;21;160;512GB SSD +  1TB HDD;AMD;Radeon R9 M385;Windows 10;25;9990
Dell;Latitude 7280;Ultrabook;125;Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics;Windows 10;136;14722
Lenovo;IdeaPad 310-15IKB;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;1TB HDD;Nvidia;GeForce 920MX;No OS;22;6850
Dell;Insprion 5767;Notebook;173;1600x900;Intel;Core i3 6006U;20;40;1TB HDD;AMD;Radeon R7 M445;Windows 10;236;6590
Acer;Chromebook 14;Notebook;140;1366x768;Intel;Celeron Dual Core N3060;16;40;32GB Flash Storage;Intel;HD Graphics 400;Chrome OS;168;3490
